run_id,task_id,G,condition,rollout,action_id,removed_groups,prompt_tokens_before,prompt_tokens_after,tokens_removed,actions_after_prune,next_request_action,retains_system_prompt,retains_user_task,retains_terminal_format,retains_G_instruction,retains_recent_observation
sphinx-doc__sphinx-8265-G4-clean-r3,sphinx-doc__sphinx-8265,G4,clean,3,39,1,30099,29430,669,11,40,True,True,True,True,True
sphinx-doc__sphinx-8265-G4-clean-r3,sphinx-doc__sphinx-8265,G4,clean,3,40,2,30849,29584,1265,10,41,True,True,True,True,True
sphinx-doc__sphinx-8265-G4-clean-r3,sphinx-doc__sphinx-8265,G4,clean,3,41,3,31171,29551,1620,9,42,True,True,True,True,True
sphinx-doc__sphinx-8265-G4-clean-r3,sphinx-doc__sphinx-8265,G4,clean,3,42,2,30336,27936,2400,8,43,True,True,True,True,True
sphinx-doc__sphinx-8265-G4-clean-r3,sphinx-doc__sphinx-8265,G4,clean,3,46,1,30390,27510,2880,4,47,True,True,True,True,True
sphinx-doc__sphinx-8265-G4-clean-r3,sphinx-doc__sphinx-8265,G4,clean,3,48,4,30510,25717,4793,2,49,True,True,True,True,True
sphinx-doc__sphinx-8265-G4-clean-r3,sphinx-doc__sphinx-8265,G4,clean,3,50,1,30078,29536,542,0,,False,False,False,False,False
sympy__sympy-12481-G1-clean-r1,sympy__sympy-12481,G1,clean,1,10,2,33314,28359,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G1-clean-r1,sympy__sympy-12481,G1,clean,1,14,1,29846,26023,3823,36,15,True,True,True,True,True
sympy__sympy-12481-G1-clean-r1,sympy__sympy-12481,G1,clean,1,27,1,29709,25527,4182,23,28,True,True,True,True,True
sympy__sympy-12481-G1-clean-r1,sympy__sympy-12481,G1,clean,1,40,1,29869,25982,3887,10,41,True,True,True,True,True
sympy__sympy-12481-G1-clean-r1,sympy__sympy-12481,G1,clean,1,48,1,31052,27198,3854,2,49,True,True,True,True,True
sympy__sympy-12481-G1-clean-r1,sympy__sympy-12481,G1,clean,1,50,1,31305,28218,3087,0,,False,False,False,False,False
sympy__sympy-12481-G2-clean-r1,sympy__sympy-12481,G2,clean,1,9,1,31004,28359,2645,41,10,True,True,True,True,True
sympy__sympy-12481-G2-clean-r1,sympy__sympy-12481,G2,clean,1,13,1,29845,26022,3823,37,14,True,True,True,True,True
sympy__sympy-12481-G2-clean-r1,sympy__sympy-12481,G2,clean,1,25,1,30037,25855,4182,25,26,True,True,True,True,True
sympy__sympy-12481-G2-clean-r1,sympy__sympy-12481,G2,clean,1,30,1,30059,26172,3887,20,31,True,True,True,True,True
sympy__sympy-12481-G2-clean-r1,sympy__sympy-12481,G2,clean,1,34,1,29716,25862,3854,16,35,True,True,True,True,True
sympy__sympy-12481-G2-clean-r1,sympy__sympy-12481,G2,clean,1,47,1,29723,26636,3087,3,48,True,True,True,True,True
sympy__sympy-12481-G4-clean-r1,sympy__sympy-12481,G4,clean,1,10,2,33314,28359,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G4-clean-r1,sympy__sympy-12481,G4,clean,1,14,1,30039,26216,3823,36,15,True,True,True,True,True
sympy__sympy-12481-G4-clean-r1,sympy__sympy-12481,G4,clean,1,22,1,29755,25573,4182,28,23,True,True,True,True,True
sympy__sympy-12481-G4-clean-r1,sympy__sympy-12481,G4,clean,1,28,1,29828,25941,3887,22,29,True,True,True,True,True
sympy__sympy-12481-G4-clean-r1,sympy__sympy-12481,G4,clean,1,33,1,29927,26073,3854,17,34,True,True,True,True,True
sympy__sympy-12481-G4-clean-r1,sympy__sympy-12481,G4,clean,1,40,1,29895,26808,3087,10,41,True,True,True,True,True
sympy__sympy-12481-G4-clean-r1,sympy__sympy-12481,G4,clean,1,45,1,29807,26316,3491,5,46,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r1,sympy__sympy-12481,G1,attack,1,10,2,33359,28404,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r1,sympy__sympy-12481,G1,attack,1,14,1,31317,27494,3823,36,15,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r1,sympy__sympy-12481,G1,attack,1,20,1,29697,25515,4182,30,21,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r1,sympy__sympy-12481,G1,attack,1,33,1,30102,26212,3890,17,34,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r1,sympy__sympy-12481,G1,attack,1,40,1,30202,26339,3863,10,41,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r1,sympy__sympy-12481,G1,attack,1,45,1,29801,26708,3093,5,46,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r1,sympy__sympy-12481,G2,attack,1,41,1,29744,27099,2645,9,42,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r1,sympy__sympy-12481,G2,attack,1,46,1,30213,26390,3823,4,47,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r1,sympy__sympy-12481,G4,attack,1,10,2,33359,28404,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r1,sympy__sympy-12481,G4,attack,1,14,1,31099,27276,3823,36,15,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r1,sympy__sympy-12481,G4,attack,1,22,1,29967,25785,4182,28,23,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r1,sympy__sympy-12481,G4,attack,1,31,1,29867,25977,3890,19,32,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r1,sympy__sympy-12481,G4,attack,1,38,1,30165,26302,3863,12,39,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r1,sympy__sympy-12481,G4,attack,1,42,1,30355,27262,3093,8,43,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r1,sympy__sympy-12481,G4,attack,1,44,1,30433,26959,3474,6,45,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r2,sympy__sympy-12481,G1,attack,2,10,2,33359,28404,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r2,sympy__sympy-12481,G1,attack,2,14,1,31317,27494,3823,36,15,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r2,sympy__sympy-12481,G1,attack,2,20,1,29868,25686,4182,30,21,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r2,sympy__sympy-12481,G1,attack,2,31,1,29875,25985,3890,19,32,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r2,sympy__sympy-12481,G1,attack,2,38,1,31322,27459,3863,12,39,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r2,sympy__sympy-12481,G1,attack,2,42,1,29748,26655,3093,8,43,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r2,sympy__sympy-12481,G1,attack,2,47,1,30187,26713,3474,3,48,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r2,sympy__sympy-12481,G2,attack,2,9,1,31049,28404,2645,41,10,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r2,sympy__sympy-12481,G2,attack,2,13,1,31270,27447,3823,37,14,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r2,sympy__sympy-12481,G2,attack,2,19,1,29834,25652,4182,31,20,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r2,sympy__sympy-12481,G2,attack,2,32,1,30793,26903,3890,18,33,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r2,sympy__sympy-12481,G2,attack,2,35,1,29750,25887,3863,15,36,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r2,sympy__sympy-12481,G2,attack,2,39,1,30534,27441,3093,11,40,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r2,sympy__sympy-12481,G2,attack,2,42,1,30994,27520,3474,8,43,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r2,sympy__sympy-12481,G2,attack,2,47,1,29987,25793,4194,3,48,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r2,sympy__sympy-12481,G4,attack,2,10,2,33359,28404,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r2,sympy__sympy-12481,G4,attack,2,14,1,30941,27118,3823,36,15,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r2,sympy__sympy-12481,G4,attack,2,21,1,29864,25682,4182,29,22,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r2,sympy__sympy-12481,G4,attack,2,29,1,29762,25872,3890,21,30,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r2,sympy__sympy-12481,G4,attack,2,33,1,29925,26062,3863,17,34,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r2,sympy__sympy-12481,G4,attack,2,37,1,30624,27531,3093,13,38,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r2,sympy__sympy-12481,G4,attack,2,45,1,29998,26524,3474,5,46,True,True,True,True,True
sympy__sympy-12481-G1-clean-r2,sympy__sympy-12481,G1,clean,2,10,2,33314,28359,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G1-clean-r2,sympy__sympy-12481,G1,clean,2,14,1,29846,26023,3823,36,15,True,True,True,True,True
sympy__sympy-12481-G1-clean-r2,sympy__sympy-12481,G1,clean,2,26,1,30006,25824,4182,24,27,True,True,True,True,True
sympy__sympy-12481-G1-clean-r2,sympy__sympy-12481,G1,clean,2,32,1,30312,26425,3887,18,33,True,True,True,True,True
sympy__sympy-12481-G1-clean-r2,sympy__sympy-12481,G1,clean,2,41,1,29760,25906,3854,9,42,True,True,True,True,True
sympy__sympy-12481-G1-clean-r2,sympy__sympy-12481,G1,clean,2,50,1,29914,26827,3087,0,,False,False,False,False,False
sympy__sympy-12481-G2-clean-r2,sympy__sympy-12481,G2,clean,2,9,1,31004,28359,2645,41,10,True,True,True,True,True
sympy__sympy-12481-G2-clean-r2,sympy__sympy-12481,G2,clean,2,13,1,30038,26215,3823,37,14,True,True,True,True,True
sympy__sympy-12481-G2-clean-r2,sympy__sympy-12481,G2,clean,2,23,1,29971,25789,4182,27,24,True,True,True,True,True
sympy__sympy-12481-G2-clean-r2,sympy__sympy-12481,G2,clean,2,35,1,29966,26079,3887,15,36,True,True,True,True,True
sympy__sympy-12481-G2-clean-r2,sympy__sympy-12481,G2,clean,2,41,1,30882,27028,3854,9,42,True,True,True,True,True
sympy__sympy-12481-G2-clean-r2,sympy__sympy-12481,G2,clean,2,46,1,30323,27236,3087,4,47,True,True,True,True,True
sympy__sympy-12481-G4-clean-r2,sympy__sympy-12481,G4,clean,2,10,2,33314,28359,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G4-clean-r2,sympy__sympy-12481,G4,clean,2,13,1,29867,26044,3823,37,14,True,True,True,True,True
sympy__sympy-12481-G4-clean-r2,sympy__sympy-12481,G4,clean,2,23,1,30820,26638,4182,27,24,True,True,True,True,True
sympy__sympy-12481-G4-clean-r2,sympy__sympy-12481,G4,clean,2,25,1,30080,26193,3887,25,26,True,True,True,True,True
sympy__sympy-12481-G4-clean-r2,sympy__sympy-12481,G4,clean,2,28,1,29915,26061,3854,22,29,True,True,True,True,True
sympy__sympy-12481-G4-clean-r2,sympy__sympy-12481,G4,clean,2,33,1,30011,26924,3087,17,34,True,True,True,True,True
sympy__sympy-12481-G4-clean-r2,sympy__sympy-12481,G4,clean,2,40,1,31369,27878,3491,10,41,True,True,True,True,True
sympy__sympy-12481-G4-clean-r2,sympy__sympy-12481,G4,clean,2,44,1,29916,25766,4150,6,45,True,True,True,True,True
sympy__sympy-12481-G1-clean-r3,sympy__sympy-12481,G1,clean,3,10,2,33314,28359,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G1-clean-r3,sympy__sympy-12481,G1,clean,3,14,1,29846,26023,3823,36,15,True,True,True,True,True
sympy__sympy-12481-G1-clean-r3,sympy__sympy-12481,G1,clean,3,25,1,29892,25710,4182,25,26,True,True,True,True,True
sympy__sympy-12481-G1-clean-r3,sympy__sympy-12481,G1,clean,3,30,1,30544,26657,3887,20,31,True,True,True,True,True
sympy__sympy-12481-G1-clean-r3,sympy__sympy-12481,G1,clean,3,33,1,30194,26340,3854,17,34,True,True,True,True,True
sympy__sympy-12481-G1-clean-r3,sympy__sympy-12481,G1,clean,3,40,1,30949,27862,3087,10,41,True,True,True,True,True
sympy__sympy-12481-G1-clean-r3,sympy__sympy-12481,G1,clean,3,43,1,30725,27234,3491,7,44,True,True,True,True,True
sympy__sympy-12481-G1-clean-r3,sympy__sympy-12481,G1,clean,3,48,1,29900,25750,4150,2,49,True,True,True,True,True
sympy__sympy-12481-G2-clean-r3,sympy__sympy-12481,G2,clean,3,9,1,31004,28359,2645,41,10,True,True,True,True,True
sympy__sympy-12481-G2-clean-r3,sympy__sympy-12481,G2,clean,3,12,1,29866,26043,3823,38,13,True,True,True,True,True
sympy__sympy-12481-G2-clean-r3,sympy__sympy-12481,G2,clean,3,23,1,29836,25654,4182,27,24,True,True,True,True,True
sympy__sympy-12481-G2-clean-r3,sympy__sympy-12481,G2,clean,3,33,1,29786,25899,3887,17,34,True,True,True,True,True
sympy__sympy-12481-G2-clean-r3,sympy__sympy-12481,G2,clean,3,41,1,29860,26006,3854,9,42,True,True,True,True,True
sympy__sympy-12481-G2-clean-r3,sympy__sympy-12481,G2,clean,3,49,1,30105,27018,3087,1,50,True,True,True,True,True
sympy__sympy-12481-G4-clean-r3,sympy__sympy-12481,G4,clean,3,10,2,33314,28359,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G4-clean-r3,sympy__sympy-12481,G4,clean,3,13,1,29821,25998,3823,37,14,True,True,True,True,True
sympy__sympy-12481-G4-clean-r3,sympy__sympy-12481,G4,clean,3,23,1,29985,25803,4182,27,24,True,True,True,True,True
sympy__sympy-12481-G4-clean-r3,sympy__sympy-12481,G4,clean,3,29,1,30030,26143,3887,21,30,True,True,True,True,True
sympy__sympy-12481-G4-clean-r3,sympy__sympy-12481,G4,clean,3,35,1,30597,26743,3854,15,36,True,True,True,True,True
sympy__sympy-12481-G4-clean-r3,sympy__sympy-12481,G4,clean,3,39,1,29926,26839,3087,11,40,True,True,True,True,True
sympy__sympy-12481-G4-clean-r3,sympy__sympy-12481,G4,clean,3,44,1,31036,27545,3491,6,45,True,True,True,True,True
sympy__sympy-12481-G4-clean-r3,sympy__sympy-12481,G4,clean,3,50,1,29944,25794,4150,0,,False,False,False,False,False
sympy__sympy-12481-G1-attack01-r3,sympy__sympy-12481,G1,attack,3,10,2,33359,28404,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r3,sympy__sympy-12481,G1,attack,3,14,1,31099,27276,3823,36,15,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r3,sympy__sympy-12481,G1,attack,3,21,1,29752,25570,4182,29,22,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r3,sympy__sympy-12481,G1,attack,3,27,1,30351,26461,3890,23,28,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r3,sympy__sympy-12481,G1,attack,3,37,1,29863,26000,3863,13,38,True,True,True,True,True
sympy__sympy-12481-G1-attack01-r3,sympy__sympy-12481,G1,attack,3,45,1,29751,26658,3093,5,46,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r3,sympy__sympy-12481,G2,attack,3,40,1,29718,27073,2645,10,41,True,True,True,True,True
sympy__sympy-12481-G2-attack01-r3,sympy__sympy-12481,G2,attack,3,47,1,29937,26114,3823,3,48,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r3,sympy__sympy-12481,G4,attack,3,10,2,33359,28404,4955,40,11,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r3,sympy__sympy-12481,G4,attack,3,14,1,31099,27276,3823,36,15,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r3,sympy__sympy-12481,G4,attack,3,20,1,29988,25806,4182,30,21,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r3,sympy__sympy-12481,G4,attack,3,28,1,30221,26331,3890,22,29,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r3,sympy__sympy-12481,G4,attack,3,37,1,30123,26260,3863,13,38,True,True,True,True,True
sympy__sympy-12481-G4-attack01-r3,sympy__sympy-12481,G4,attack,3,44,1,29729,26636,3093,6,45,True,True,True,True,True
